Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
73.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Mathematical sciences,Theme 3: Assessment and feedback,49.4
87.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Mathematical sciences,Theme 4: Academic support,49.4
73.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Mathematical sciences,Theme 5: Organisation and management,49.4
89.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Mathematical sciences,Theme 6: Learning resources,49.4
69.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Mathematical sciences,Theme 7: Student voice,48.4
82.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,410.2
80.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,410.2
76.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,410.2
84.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 4: Academic support,410.2
78,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 5: Organisation and management,410.2
87.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 6: Learning resources,409.7
68.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Engineering and technology,Theme 7: Student voice,409.7
79.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 1: Teaching on my course,527.1
76.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 2: Learning opportunities,527.1
76.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 3: Assessment and feedback,527.1
83.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 4: Academic support,526.1
80.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 5: Organisation and management,526.1
86.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 6: Learning resources,527.1
70.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,Computing,Theme 7: Student voice,521.1
89.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,240.2
85.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,240.2
84,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,240.2
90.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,240.2
83.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,240.2
89.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,239.7
78.9,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,239.7
85.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,819.4
84.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,819.4
79.3,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,819.4
79.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 4: Academic support,819.4
79.8,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 5: Organisation and management,819.4
86.9,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 6: Learning resources,816.1
65.8,United Kingdom,Northern Ireland,Full-time,All undergraduates,Social sciences,Theme 7: Student voice,815.4
81.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 1: Teaching on my course,214.1
72.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 2: Learning opportunities,214.1
68.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 3: Assessment and feedback,214.1
71.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 4: Academic support,214.1
64.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 5: Organisation and management,214.1
89.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 6: Learning resources,213.4
60,United Kingdom,Northern Ireland,Full-time,All undergraduates,Law,Theme 7: Student voice,213.1
86.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 1: Teaching on my course,794.7
85.8,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 2: Learning opportunities,794.7
80.8,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,794.7
89.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 4: Academic support,794.7
86,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 5: Organisation and management,794.7
90.8,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 6: Learning resources,792.7
73.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Business and management,Theme 7: Student voice,789.7
89.3,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 1: Teaching on my course,205.8
84.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 2: Learning opportunities,205.8
81.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,205.8
89.9,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 4: Academic support,205.8
84.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 5: Organisation and management,205.8
91.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 6: Learning resources,205.8
73.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Language and area studies,Theme 7: Student voice,205.8
86,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,118.8
77.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,118.8
79,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,118.8
84.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,118.8
77.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,118.8
90.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,117.8
66.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,117.8
80.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,176.4
79,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,176.4
64.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,176.4
79.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 4: Academic support,176.4
66.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,176.4
82.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 6: Learning resources,176.4
58.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Education and teaching,Theme 7: Student voice,174.4
92.9,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,56
88.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,56
86.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,56
92,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 4: Academic support,56
83.9,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 5: Organisation and management,56
78.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 6: Learning resources,56
65.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,Combined and general studies,Theme 7: Student voice,56
86.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,196.7
86,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,196.7
85.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,196.7
87.9,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,196.7
76.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,196.7
88,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,196.7
74,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,196.2
86.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,408.8
83.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,408.8
84.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,408.8
86.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,408.8
76.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,408.8
86.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,408.8
71.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,408.3
91,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,89.2
88.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,89.2
84.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,89.2
94.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,89.2
83.6,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,89.2
87,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,89.2
77.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,88.2
86.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 1: Teaching on my course,6473
83.4,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 2: Learning opportunities,6473
79.2,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,6473
84.7,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 4: Academic support,6472
79,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 5: Organisation and management,6473
88.5,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 6: Learning resources,6461
71.1,United Kingdom,Northern Ireland,Full-time,All undergraduates,All subjects,Theme 7: Student voice,6440
92.2,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,89
86.5,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,89
83.6,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,89
84.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,89
71.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,89
81.6,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,88
66.7,United Kingdom,Northern Ireland,Part-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,89
86.5,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 1: Teaching on my course,24
81,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 2: Learning opportunities,24
80.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 3: Assessment and feedback,24
89.6,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 4: Academic support,24
77.1,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 5: Organisation and management,24
82.6,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 6: Learning resources,24
67.4,United Kingdom,Northern Ireland,Part-time,All undergraduates,Computing,Theme 7: Student voice,23
90.6,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,24
85.8,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,24
85.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,24
87.5,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,24
83.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,24
91.7,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,24
72.2,United Kingdom,Northern Ireland,Part-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,24
92.6,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,91.3
89.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,91.3
88.4,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,91.3
84.5,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 4: Academic support,91.3
86.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 5: Organisation and management,91.3
91.2,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 6: Learning resources,91.3
81.4,United Kingdom,Northern Ireland,Part-time,All undergraduates,Social sciences,Theme 7: Student voice,91.3
85,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 1: Teaching on my course,15
76,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 2: Learning opportunities,15
82.7,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,15
93.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 4: Academic support,15
63.3,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 5: Organisation and management,15
77.8,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 6: Learning resources,15
65.5,United Kingdom,Northern Ireland,Part-time,All undergraduates,Business and management,Theme 7: Student voice,14
91.2,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 1: Teaching on my course,271
86,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 2: Learning opportunities,271
85.7,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,271
86.5,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 4: Academic support,271
78.4,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 5: Organisation and management,271
85.7,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 6: Learning resources,269
73.2,United Kingdom,Northern Ireland,Part-time,All undergraduates,All subjects,Theme 7: Student voice,269
89.1,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,1187.5
86.6,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,1187.5
78.9,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,1187.5
83.5,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 4: Academic support,1187.5
76.8,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 5: Organisation and management,1187.5
90,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 6: Learning resources,1184.5
72.4,United Kingdom,Northern Ireland,All modes,First degree,Subjects allied to medicine,Theme 7: Student voice,1183.5
85.7,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 1: Teaching on my course,239
78.4,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 2: Learning opportunities,239
77.8,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,239
81.8,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 4: Academic support,239
81.3,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 5: Organisation and management,239
86.2,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 6: Learning resources,239
71.9,United Kingdom,Northern Ireland,All modes,First degree,Biological and sport sciences,Theme 7: Student voice,237
86.6,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 1: Teaching on my course,226
84.2,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 2: Learning opportunities,226
82,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 3: Assessment and feedback,226
83.2,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 4: Academic support,226
81.2,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 5: Organisation and management,226
90.8,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 6: Learning resources,226
77.2,United Kingdom,Northern Ireland,All modes,First degree,Psychology,Theme 7: Student voice,224
80.8,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,55
81.5,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,55
85.1,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,55
89.1,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 4: Academic support,55
81.8,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,55
94.8,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,55
80,United Kingdom,Northern Ireland,All modes,First degree,"Agriculture, food and related studies",Theme 7: Student voice,55
85.8,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 1: Teaching on my course,23.4
86,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 2: Learning opportunities,23.4
73.9,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 3: Assessment and feedback,23.4
83.5,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 4: Academic support,23.4
82.6,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 5: Organisation and management,23.4
90,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 6: Learning resources,23.4
84.7,United Kingdom,Northern Ireland,All modes,First degree,Physical sciences,Theme 7: Student voice,23.4
71.1,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 1: Teaching on my course,21.1
61.2,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 2: Learning opportunities,21.1
70,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 3: Assessment and feedback,21.1
83.2,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 4: Academic support,21.1
79.9,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 5: Organisation and management,21.1
91.6,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 6: Learning resources,21.1
64.7,United Kingdom,Northern Ireland,All modes,First degree,Mathematical sciences,Theme 7: Student voice,20.1
80.7,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 1: Teaching on my course,197.9
77.7,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 2: Learning opportunities,197.9
76.4,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 3: Assessment and feedback,197.9
83.3,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 4: Academic support,197.9
77.2,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 5: Organisation and management,197.9
87.3,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 6: Learning resources,197.4
68.2,United Kingdom,Northern Ireland,All modes,First degree,Engineering and technology,Theme 7: Student voice,197.4
77.9,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 1: Teaching on my course,434.8
74.3,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 2: Learning opportunities,434.8
75.1,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 3: Assessment and feedback,434.8
82.5,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 4: Academic support,433.8
80,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 5: Organisation and management,434.8
86.8,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 6: Learning resources,433.8
68,United Kingdom,Northern Ireland,All modes,First degree,Computing,Theme 7: Student voice,428.8
88.6,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,215.5
84.7,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,215.5
83.3,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,215.5
89.1,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 4: Academic support,215.5
81.8,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 5: Organisation and management,215.5
89,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 6: Learning resources,215
75.7,United Kingdom,Northern Ireland,All modes,First degree,"Architecture, building and planning",Theme 7: Student voice,215
84.7,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 1: Teaching on my course,772.8
82.8,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 2: Learning opportunities,772.8
78,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 3: Assessment and feedback,772.8
77.3,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 4: Academic support,772.8
79.5,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 5: Organisation and management,772.8
86.6,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 6: Learning resources,771.4
63.8,United Kingdom,Northern Ireland,All modes,First degree,Social sciences,Theme 7: Student voice,768.8
81.4,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 1: Teaching on my course,214.8
73.4,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 2: Learning opportunities,214.8
69.3,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 3: Assessment and feedback,214.8
72.6,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 4: Academic support,214.8
65.3,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 5: Organisation and management,214.8
89.6,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 6: Learning resources,214.1
60.7,United Kingdom,Northern Ireland,All modes,First degree,Law,Theme 7: Student voice,213.8
85.9,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 1: Teaching on my course,721.7
85.3,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 2: Learning opportunities,721.7
80.5,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 3: Assessment and feedback,721.7
89.2,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 4: Academic support,721.7
86,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 5: Organisation and management,721.7
90.6,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 6: Learning resources,719.7
72.7,United Kingdom,Northern Ireland,All modes,First degree,Business and management,Theme 7: Student voice,716.7
89,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 1: Teaching on my course,207.8
83.8,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 2: Learning opportunities,207.8
81.8,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 3: Assessment and feedback,207.8
89.7,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 4: Academic support,207.8
83.7,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 5: Organisation and management,207.8
91.2,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 6: Learning resources,207.8
73,United Kingdom,Northern Ireland,All modes,First degree,Language and area studies,Theme 7: Student voice,207.8
86,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,118.8
77.6,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,118.8
79,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,118.8
84.4,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,118.8
77.2,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,118.8
90.2,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,117.8
66.6,United Kingdom,Northern Ireland,All modes,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,117.8
80.4,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 1: Teaching on my course,176.4
79,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 2: Learning opportunities,176.4
64.6,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 3: Assessment and feedback,176.4
79.5,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 4: Academic support,176.4
66.7,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 5: Organisation and management,176.4
82.6,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 6: Learning resources,176.4
58.5,United Kingdom,Northern Ireland,All modes,First degree,Education and teaching,Theme 7: Student voice,174.4
92.6,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 1: Teaching on my course,54
88.1,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 2: Learning opportunities,54
86.7,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 3: Assessment and feedback,54
91.7,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 4: Academic support,54
84.3,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 5: Organisation and management,54
77.8,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 6: Learning resources,54
66,United Kingdom,Northern Ireland,All modes,First degree,Combined and general studies,Theme 7: Student voice,54
86,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,133
84.5,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,133
84.8,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,133
87.3,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 4: Academic support,133
