Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
52.7,No disability reported,England,Apprenticeship,First degree,Combined and general studies,Theme 2: Learning opportunities,4.9
70.1,No disability reported,England,Apprenticeship,First degree,Combined and general studies,Theme 3: Assessment and feedback,4.9
92.8,No disability reported,England,Apprenticeship,First degree,Combined and general studies,Theme 4: Academic support,4.6
27.9,No disability reported,England,Apprenticeship,First degree,Combined and general studies,Theme 5: Organisation and management,4.9
72.9,No disability reported,England,Apprenticeship,First degree,Combined and general studies,Theme 6: Learning resources,4.9
40.8,No disability reported,England,Apprenticeship,First degree,Combined and general studies,Theme 7: Student voice,4.9
78.8,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 1: Teaching on my course,5387
76.7,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 2: Learning opportunities,5386
77.8,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 3: Assessment and feedback,5388
80.8,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 4: Academic support,5376
58.5,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 5: Organisation and management,5387
83,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 6: Learning resources,5342
66,No disability reported,England,Apprenticeship,First degree,All subjects,Theme 7: Student voice,5365
85.1,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 1: Teaching on my course,409.5
81.6,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 2: Learning opportunities,409.5
69.7,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,409.5
84.3,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 4: Academic support,409.5
57.2,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 5: Organisation and management,409.5
84.2,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 6: Learning resources,409.5
67.7,No disability reported,England,Full-time,First degree,Medicine and dentistry,Theme 7: Student voice,408
83.4,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,24742.9
81.1,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,24740.4
76.3,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,24742.4
76.3,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,24725.1
63.1,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,24732.5
86.9,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,24669.8
70.1,No disability reported,England,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,24617.3
87.3,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,9563
83.5,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,9561
79.5,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,9560
87.1,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,9555.4
81.5,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,9555.5
87.8,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,9525.8
76.4,No disability reported,England,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,9506.1
83.6,No disability reported,England,Full-time,First degree,Psychology,Theme 1: Teaching on my course,9721.8
79.8,No disability reported,England,Full-time,First degree,Psychology,Theme 2: Learning opportunities,9721.8
75.1,No disability reported,England,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,9721.8
81.6,No disability reported,England,Full-time,First degree,Psychology,Theme 4: Academic support,9710.4
78.7,No disability reported,England,Full-time,First degree,Psychology,Theme 5: Organisation and management,9714.7
88,No disability reported,England,Full-time,First degree,Psychology,Theme 6: Learning resources,9665.9
74,No disability reported,England,Full-time,First degree,Psychology,Theme 7: Student voice,9671.5
89.1,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 1: Teaching on my course,142.7
87.3,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 2: Learning opportunities,142.7
76,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 3: Assessment and feedback,142.7
90.8,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 4: Academic support,142.7
72.7,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 5: Organisation and management,142.7
79.8,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 6: Learning resources,141.7
74.2,No disability reported,England,Full-time,First degree,Veterinary sciences,Theme 7: Student voice,142.7
84.9,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,1144.3
81.8,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,1143.8
78.5,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,1143.6
85.2,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 4: Academic support,1141.6
74.2,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,1143.1
84.8,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,1137.9
69.9,No disability reported,England,Full-time,First degree,"Agriculture, food and related studies",Theme 7: Student voice,1136.5
84.9,No disability reported,England,Full-time,First degree,Physical sciences,Theme 1: Teaching on my course,2991.5
80.9,No disability reported,England,Full-time,First degree,Physical sciences,Theme 2: Learning opportunities,2991.5
74.2,No disability reported,England,Full-time,First degree,Physical sciences,Theme 3: Assessment and feedback,2992.5
84.9,No disability reported,England,Full-time,First degree,Physical sciences,Theme 4: Academic support,2987.5
75.3,No disability reported,England,Full-time,First degree,Physical sciences,Theme 5: Organisation and management,2993.3
87.5,No disability reported,England,Full-time,First degree,Physical sciences,Theme 6: Learning resources,2977
72.9,No disability reported,England,Full-time,First degree,Physical sciences,Theme 7: Student voice,2971.4
83.4,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 1: Teaching on my course,3045.9
79.8,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 2: Learning opportunities,3044.9
76,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 3: Assessment and feedback,3044.9
86.5,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 4: Academic support,3037
81.7,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 5: Organisation and management,3042.9
88.7,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 6: Learning resources,3025.8
74.9,No disability reported,England,Full-time,First degree,Mathematical sciences,Theme 7: Student voice,3027.6
80.8,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,7994.9
79.1,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,7992.9
73.5,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,7992.9
82.1,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 4: Academic support,7985.4
74,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,7991.7
85.4,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,7971.7
72.3,No disability reported,England,Full-time,First degree,Engineering and technology,Theme 7: Student voice,7940.1
80,No disability reported,England,Full-time,First degree,Computing,Theme 1: Teaching on my course,8914.9
77.4,No disability reported,England,Full-time,First degree,Computing,Theme 2: Learning opportunities,8913.9
75.4,No disability reported,England,Full-time,First degree,Computing,Theme 3: Assessment and feedback,8909.9
82.2,No disability reported,England,Full-time,First degree,Computing,Theme 4: Academic support,8899.2
73.2,No disability reported,England,Full-time,First degree,Computing,Theme 5: Organisation and management,8911.9
85.7,No disability reported,England,Full-time,First degree,Computing,Theme 6: Learning resources,8880.9
72.5,No disability reported,England,Full-time,First degree,Computing,Theme 7: Student voice,8841.7
86.7,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,3870
82.3,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,3871
79.4,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,3871
84.2,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 4: Academic support,3870
75.5,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,3871
85.2,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,3868.1
75.8,No disability reported,England,Full-time,First degree,"Architecture, building and planning",Theme 7: Student voice,3848.4
84.3,No disability reported,England,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,22282.4
80.7,No disability reported,England,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,22280.4
76.3,No disability reported,England,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,22281.1
83.2,No disability reported,England,Full-time,First degree,Social sciences,Theme 4: Academic support,22261
77.2,No disability reported,England,Full-time,First degree,Social sciences,Theme 5: Organisation and management,22272.4
87.3,No disability reported,England,Full-time,First degree,Social sciences,Theme 6: Learning resources,22202.5
71.2,No disability reported,England,Full-time,First degree,Social sciences,Theme 7: Student voice,22107.7
85,No disability reported,England,Full-time,First degree,Law,Theme 1: Teaching on my course,10153.5
79.8,No disability reported,England,Full-time,First degree,Law,Theme 2: Learning opportunities,10154.5
74.1,No disability reported,England,Full-time,First degree,Law,Theme 3: Assessment and feedback,10152.5
81.8,No disability reported,England,Full-time,First degree,Law,Theme 4: Academic support,10135.3
76.4,No disability reported,England,Full-time,First degree,Law,Theme 5: Organisation and management,10149.5
87.9,No disability reported,England,Full-time,First degree,Law,Theme 6: Learning resources,10108.6
68.8,No disability reported,England,Full-time,First degree,Law,Theme 7: Student voice,10081.2
83.4,No disability reported,England,Full-time,First degree,Business and management,Theme 1: Teaching on my course,34411.2
83.4,No disability reported,England,Full-time,First degree,Business and management,Theme 2: Learning opportunities,34408.2
79.8,No disability reported,England,Full-time,First degree,Business and management,Theme 3: Assessment and feedback,34399.4
84.9,No disability reported,England,Full-time,First degree,Business and management,Theme 4: Academic support,34355.9
82,No disability reported,England,Full-time,First degree,Business and management,Theme 5: Organisation and management,34383.9
87.7,No disability reported,England,Full-time,First degree,Business and management,Theme 6: Learning resources,34288.3
76.5,No disability reported,England,Full-time,First degree,Business and management,Theme 7: Student voice,34189.9
89.6,No disability reported,England,Full-time,First degree,Language and area studies,Theme 1: Teaching on my course,6398.3
81.9,No disability reported,England,Full-time,First degree,Language and area studies,Theme 2: Learning opportunities,6398.3
79.7,No disability reported,England,Full-time,First degree,Language and area studies,Theme 3: Assessment and feedback,6399.3
88.9,No disability reported,England,Full-time,First degree,Language and area studies,Theme 4: Academic support,6393.6
77,No disability reported,England,Full-time,First degree,Language and area studies,Theme 5: Organisation and management,6398.3
87.7,No disability reported,England,Full-time,First degree,Language and area studies,Theme 6: Learning resources,6369.8
71.8,No disability reported,England,Full-time,First degree,Language and area studies,Theme 7: Student voice,6363.2
90.5,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,6194
81.8,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,6195
79.8,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,6194.3
88.7,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,6194
78.5,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,6193.3
88.2,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,6174.7
72.1,No disability reported,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,6150.6
84.9,No disability reported,England,Full-time,First degree,Education and teaching,Theme 1: Teaching on my course,5555.4
84.5,No disability reported,England,Full-time,First degree,Education and teaching,Theme 2: Learning opportunities,5554.4
81.9,No disability reported,England,Full-time,First degree,Education and teaching,Theme 3: Assessment and feedback,5555.4
84,No disability reported,England,Full-time,First degree,Education and teaching,Theme 4: Academic support,5554.2
73.1,No disability reported,England,Full-time,First degree,Education and teaching,Theme 5: Organisation and management,5554.4
87.6,No disability reported,England,Full-time,First degree,Education and teaching,Theme 6: Learning resources,5536.2
74.5,No disability reported,England,Full-time,First degree,Education and teaching,Theme 7: Student voice,5522.5
86.9,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 1: Teaching on my course,778.8
81,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 2: Learning opportunities,778.8
76.4,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 3: Assessment and feedback,778.8
85.7,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 4: Academic support,777.8
75.3,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 5: Organisation and management,778.7
86.7,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 6: Learning resources,775.2
73.5,No disability reported,England,Full-time,First degree,Combined and general studies,Theme 7: Student voice,768.9
83.2,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,4446.2
80.9,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,4445.7
80.2,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,4445.7
86,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 4: Academic support,4445.2
74.4,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 5: Organisation and management,4445.2
85.9,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 6: Learning resources,4438.2
73.8,No disability reported,England,Full-time,First degree,"Media, journalism and communications",Theme 7: Student voice,4417.3
84.4,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,21400.5
80.5,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,21400
81.4,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,21400
85.7,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,21391.9
68.6,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,21389.2
82.7,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,21341.6
73.3,No disability reported,England,Full-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,21309
86.1,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,3389.4
82.4,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,3387.4
76.2,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,3387.4
85.6,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,3384.4
79.9,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,3384.4
88.9,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,3376
72.5,No disability reported,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,3367.7
84.3,No disability reported,England,Full-time,First degree,All subjects,Theme 1: Teaching on my course,187551
81.3,No disability reported,England,Full-time,First degree,All subjects,Theme 2: Learning opportunities,187536
77.9,No disability reported,England,Full-time,First degree,All subjects,Theme 3: Assessment and feedback,187525
83.5,No disability reported,England,Full-time,First degree,All subjects,Theme 4: Academic support,187357
75,No disability reported,England,Full-time,First degree,All subjects,Theme 5: Organisation and management,187458
86.7,No disability reported,England,Full-time,First degree,All subjects,Theme 6: Learning resources,186885
73.1,No disability reported,England,Full-time,First degree,All subjects,Theme 7: Student voice,186389
89,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,851.6
86.6,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,851.6
87.3,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,851.6
85.2,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 4: Academic support,850.6
80.8,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,851.6
88.7,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,848.6
71.5,No disability reported,England,Part-time,First degree,Subjects allied to medicine,Theme 7: Student voice,838.6
90.9,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,338.3
83.8,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,338.3
88.5,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,338.3
85.6,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 4: Academic support,336
87.6,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,338
90.9,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 6: Learning resources,335
67.8,No disability reported,England,Part-time,First degree,Biological and sport sciences,Theme 7: Student voice,335.3
88,No disability reported,England,Part-time,First degree,Psychology,Theme 1: Teaching on my course,1764.3
84.3,No disability reported,England,Part-time,First degree,Psychology,Theme 2: Learning opportunities,1765.3
85.3,No disability reported,England,Part-time,First degree,Psychology,Theme 3: Assessment and feedback,1763.8
83.4,No disability reported,England,Part-time,First degree,Psychology,Theme 4: Academic support,1760.9
84.5,No disability reported,England,Part-time,First degree,Psychology,Theme 5: Organisation and management,1759.3
90.6,No disability reported,England,Part-time,First degree,Psychology,Theme 6: Learning resources,1759.8
62.8,No disability reported,England,Part-time,First degree,Psychology,Theme 7: Student voice,1727.8
97.5,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,10
100,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,10
92,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,10
100,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 4: Academic support,10
100,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,10
80,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,10
100,No disability reported,England,Part-time,First degree,"Agriculture, food and related studies",Theme 7: Student voice,10
91.3,No disability reported,England,Part-time,First degree,Physical sciences,Theme 1: Teaching on my course,371.9
83.3,No disability reported,England,Part-time,First degree,Physical sciences,Theme 2: Learning opportunities,371.9
90,No disability reported,England,Part-time,First degree,Physical sciences,Theme 3: Assessment and feedback,371.9
90.1,No disability reported,England,Part-time,First degree,Physical sciences,Theme 4: Academic support,368.1
89.1,No disability reported,England,Part-time,First degree,Physical sciences,Theme 5: Organisation and management,370.7
90.3,No disability reported,England,Part-time,First degree,Physical sciences,Theme 6: Learning resources,367.7
65.8,No disability reported,England,Part-time,First degree,Physical sciences,Theme 7: Student voice,363.1
91.6,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 1: Teaching on my course,373.9
82,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 2: Learning opportunities,374.9
92.6,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 3: Assessment and feedback,374.2
91.5,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 4: Academic support,368.7
90.5,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 5: Organisation and management,373.7
89.1,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 6: Learning resources,363.4
69.6,No disability reported,England,Part-time,First degree,Mathematical sciences,Theme 7: Student voice,359.4
84.4,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 1: Teaching on my course,695
79.2,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 2: Learning opportunities,695
84.7,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,695
84.2,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 4: Academic support,688.3
76.7,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 5: Organisation and management,695
87.5,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 6: Learning resources,695
66,No disability reported,England,Part-time,First degree,Engineering and technology,Theme 7: Student voice,684.2
78,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,361
76.3,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,361
75.2,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,361
80.6,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 4: Academic support,361
70.2,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,361
84.2,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,359
67.3,No disability reported,England,Part-time,First degree,"Architecture, building and planning",Theme 7: Student voice,359
88,No disability reported,England,Part-time,First degree,Social sciences,Theme 1: Teaching on my course,1289.3
85.1,No disability reported,England,Part-time,First degree,Social sciences,Theme 2: Learning opportunities,1286.8
87.3,No disability reported,England,Part-time,First degree,Social sciences,Theme 3: Assessment and feedback,1286.3
85.4,No disability reported,England,Part-time,First degree,Social sciences,Theme 4: Academic support,1277.5
86.5,No disability reported,England,Part-time,First degree,Social sciences,Theme 5: Organisation and management,1281.8
88.9,No disability reported,England,Part-time,First degree,Social sciences,Theme 6: Learning resources,1275.3
67.2,No disability reported,England,Part-time,First degree,Social sciences,Theme 7: Student voice,1259.1
85.2,No disability reported,England,Part-time,First degree,Business and management,Theme 1: Teaching on my course,1241.4
83.6,No disability reported,England,Part-time,First degree,Business and management,Theme 2: Learning opportunities,1242.4
85.5,No disability reported,England,Part-time,First degree,Business and management,Theme 3: Assessment and feedback,1241.4
83.3,No disability reported,England,Part-time,First degree,Business and management,Theme 4: Academic support,1233.9
84.5,No disability reported,England,Part-time,First degree,Business and management,Theme 5: Organisation and management,1239.4
86.2,No disability reported,England,Part-time,First degree,Business and management,Theme 6: Learning resources,1234.4
66.3,No disability reported,England,Part-time,First degree,Business and management,Theme 7: Student voice,1224.4
91.4,No disability reported,England,Part-time,First degree,Language and area studies,Theme 1: Teaching on my course,564.7
86.6,No disability reported,England,Part-time,First degree,Language and area studies,Theme 2: Learning opportunities,564.7
91.6,No disability reported,England,Part-time,First degree,Language and area studies,Theme 3: Assessment and feedback,565.7
91,No disability reported,England,Part-time,First degree,Language and area studies,Theme 4: Academic support,562.7
90.4,No disability reported,England,Part-time,First degree,Language and area studies,Theme 5: Organisation and management,565.7
89.9,No disability reported,England,Part-time,First degree,Language and area studies,Theme 6: Learning resources,562.7
71.7,No disability reported,England,Part-time,First degree,Language and area studies,Theme 7: Student voice,559.7
93.1,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,513.8
88.8,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,513.8
90.8,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,512.8
92,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,512.1
92.8,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,513.8
91.7,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,511.3
69.7,No disability reported,England,Part-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,499.5
88.8,No disability reported,England,Part-time,First degree,Education and teaching,Theme 1: Teaching on my course,680
86.4,No disability reported,England,Part-time,First degree,Education and teaching,Theme 2: Learning opportunities,679
89.5,No disability reported,England,Part-time,First degree,Education and teaching,Theme 3: Assessment and feedback,679
84.9,No disability reported,England,Part-time,First degree,Education and teaching,Theme 4: Academic support,679
88.6,No disability reported,England,Part-time,First degree,Education and teaching,Theme 5: Organisation and management,677
91.3,No disability reported,England,Part-time,First degree,Education and teaching,Theme 6: Learning resources,670
69.1,No disability reported,England,Part-time,First degree,Education and teaching,Theme 7: Student voice,664
90.9,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 1: Teaching on my course,1215.9
85.7,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 2: Learning opportunities,1214.9
90.4,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 3: Assessment and feedback,1215.9
90.2,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 4: Academic support,1203.9
91.7,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 5: Organisation and management,1210.9
91.4,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 6: Learning resources,1201.2
67.6,No disability reported,England,Part-time,First degree,Combined and general studies,Theme 7: Student voice,1183.9
86.5,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,13
74.6,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,13
77.7,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,13
88.5,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 4: Academic support,13
84.6,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 5: Organisation and management,13
91,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 6: Learning resources,13
62.8,No disability reported,England,Part-time,First degree,"Media, journalism and communications",Theme 7: Student voice,13
90,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,225.5
85.5,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,225.5
89.9,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,225.5
87.5,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,224.5
84.2,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,224.5
79.5,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,224.5
72.7,No disability reported,England,Part-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,222
91.1,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,359.6
86,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,359.6
89.9,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,359.6
90.5,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,358.6
87.5,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,359.6
90.3,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,358.6
69.2,No disability reported,England,Part-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,351.6
88.1,No disability reported,England,Part-time,First degree,All subjects,Theme 1: Teaching on my course,12566
84,No disability reported,England,Part-time,First degree,All subjects,Theme 2: Learning opportunities,12567
87.4,No disability reported,England,Part-time,First degree,All subjects,Theme 3: Assessment and feedback,12563
86.1,No disability reported,England,Part-time,First degree,All subjects,Theme 4: Academic support,12495
85.5,No disability reported,England,Part-time,First degree,All subjects,Theme 5: Organisation and management,12538
89.1,No disability reported,England,Part-time,First degree,All subjects,Theme 6: Learning resources,12466
67.2,No disability reported,England,Part-time,First degree,All subjects,Theme 7: Student voice,12320
89.6,No disability reported,England,All modes,Other undergraduate,Medicine and dentistry,Theme 1: Teaching on my course,12
88.3,No disability reported,England,All modes,Other undergraduate,Medicine and dentistry,Theme 2: Learning opportunities,12
83.3,No disability reported,England,All modes,Other undergraduate,Medicine and dentistry,Theme 3: Assessment and feedback,12
83.3,No disability reported,England,All modes,Other undergraduate,Medicine and dentistry,Theme 4: Academic support,12
83.3,No disability reported,England,All modes,Other undergraduate,Medicine and dentistry,Theme 5: Organisation and management,12
88.9,No disability reported,England,All modes,Other undergraduate,Medicine and dentistry,Theme 6: Learning resources,12
