Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
65.2,Under 21,England,Apprenticeship,First degree,Law,Theme 3: Assessment and feedback,195.3
69,Under 21,England,Apprenticeship,First degree,Law,Theme 4: Academic support,195.3
42.1,Under 21,England,Apprenticeship,First degree,Law,Theme 5: Organisation and management,195.3
69.7,Under 21,England,Apprenticeship,First degree,Law,Theme 6: Learning resources,188.3
49.6,Under 21,England,Apprenticeship,First degree,Law,Theme 7: Student voice,192.3
75.1,Under 21,England,Apprenticeship,First degree,Business and management,Theme 1: Teaching on my course,375.5
76.3,Under 21,England,Apprenticeship,First degree,Business and management,Theme 2: Learning opportunities,375.5
75.9,Under 21,England,Apprenticeship,First degree,Business and management,Theme 3: Assessment and feedback,375.5
79.7,Under 21,England,Apprenticeship,First degree,Business and management,Theme 4: Academic support,375.5
58.8,Under 21,England,Apprenticeship,First degree,Business and management,Theme 5: Organisation and management,375.5
80.3,Under 21,England,Apprenticeship,First degree,Business and management,Theme 6: Learning resources,371.5
62.9,Under 21,England,Apprenticeship,First degree,Business and management,Theme 7: Student voice,374.5
72.1,Under 21,England,Apprenticeship,First degree,All subjects,Theme 1: Teaching on my course,1779
72.3,Under 21,England,Apprenticeship,First degree,All subjects,Theme 2: Learning opportunities,1778
71.4,Under 21,England,Apprenticeship,First degree,All subjects,Theme 3: Assessment and feedback,1780
78.6,Under 21,England,Apprenticeship,First degree,All subjects,Theme 4: Academic support,1776
55.8,Under 21,England,Apprenticeship,First degree,All subjects,Theme 5: Organisation and management,1780
79.6,Under 21,England,Apprenticeship,First degree,All subjects,Theme 6: Learning resources,1757
62,Under 21,England,Apprenticeship,First degree,All subjects,Theme 7: Student voice,1767
84.7,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 1: Teaching on my course,343.3
80.1,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 2: Learning opportunities,343.3
65.7,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,343.3
83,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 4: Academic support,343.3
56.5,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 5: Organisation and management,343.3
83.6,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 6: Learning resources,343.3
65.7,Under 21,England,Full-time,First degree,Medicine and dentistry,Theme 7: Student voice,341.8
81.3,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,17250.8
79.4,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,17249.3
72,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,17250.3
75.2,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,17238.9
62.3,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,17244.3
86,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,17181.6
68.4,Under 21,England,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,17150
86.8,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,10556.9
83.2,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,10554.9
78.4,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,10553.9
86.4,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,10549.2
80.7,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,10549.4
87.4,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,10514
75.6,Under 21,England,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,10491.5
82.9,Under 21,England,Full-time,First degree,Psychology,Theme 1: Teaching on my course,10914.5
78.7,Under 21,England,Full-time,First degree,Psychology,Theme 2: Learning opportunities,10914.5
73.4,Under 21,England,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,10913.5
80.6,Under 21,England,Full-time,First degree,Psychology,Theme 4: Academic support,10902.1
77.4,Under 21,England,Full-time,First degree,Psychology,Theme 5: Organisation and management,10908.4
87.3,Under 21,England,Full-time,First degree,Psychology,Theme 6: Learning resources,10855.9
72.4,Under 21,England,Full-time,First degree,Psychology,Theme 7: Student voice,10863.8
88.1,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 1: Teaching on my course,137.3
86.6,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 2: Learning opportunities,137.3
76.6,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 3: Assessment and feedback,137.3
90.9,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 4: Academic support,137.3
71.7,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 5: Organisation and management,137.3
82.4,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 6: Learning resources,136.3
73.2,Under 21,England,Full-time,First degree,Veterinary sciences,Theme 7: Student voice,137.3
84.6,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,1297.2
82.1,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,1296.7
77.7,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,1296.5
85.4,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 4: Academic support,1295.5
72.8,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,1296
84.4,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,1289.8
69.5,Under 21,England,Full-time,First degree,"Agriculture, food and related studies",Theme 7: Student voice,1288.4
84.6,Under 21,England,Full-time,First degree,Physical sciences,Theme 1: Teaching on my course,3461.4
80.4,Under 21,England,Full-time,First degree,Physical sciences,Theme 2: Learning opportunities,3461.4
73.2,Under 21,England,Full-time,First degree,Physical sciences,Theme 3: Assessment and feedback,3462.4
84.5,Under 21,England,Full-time,First degree,Physical sciences,Theme 4: Academic support,3456.4
74.2,Under 21,England,Full-time,First degree,Physical sciences,Theme 5: Organisation and management,3463.3
87.2,Under 21,England,Full-time,First degree,Physical sciences,Theme 6: Learning resources,3446
72.1,Under 21,England,Full-time,First degree,Physical sciences,Theme 7: Student voice,3439
83,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 1: Teaching on my course,3305.9
79.1,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 2: Learning opportunities,3304.1
75,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 3: Assessment and feedback,3304.1
85.7,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 4: Academic support,3296.3
80.7,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 5: Organisation and management,3300.6
87.9,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 6: Learning resources,3281.2
73.3,Under 21,England,Full-time,First degree,Mathematical sciences,Theme 7: Student voice,3280
80,Under 21,England,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,7673.1
78.2,Under 21,England,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,7671.1
72.2,Under 21,England,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,7671.1
81.2,Under 21,England,Full-time,First degree,Engineering and technology,Theme 4: Academic support,7663.6
72.2,Under 21,England,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,7670.9
85,Under 21,England,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,7649.3
70.9,Under 21,England,Full-time,First degree,Engineering and technology,Theme 7: Student voice,7617.4
79.7,Under 21,England,Full-time,First degree,Computing,Theme 1: Teaching on my course,8786.7
77,Under 21,England,Full-time,First degree,Computing,Theme 2: Learning opportunities,8786.7
74.5,Under 21,England,Full-time,First degree,Computing,Theme 3: Assessment and feedback,8781.7
82,Under 21,England,Full-time,First degree,Computing,Theme 4: Academic support,8776
72,Under 21,England,Full-time,First degree,Computing,Theme 5: Organisation and management,8785.7
85.5,Under 21,England,Full-time,First degree,Computing,Theme 6: Learning resources,8753.6
71.4,Under 21,England,Full-time,First degree,Computing,Theme 7: Student voice,8718.5
86.8,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,3929.8
82.3,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,3929.8
78.5,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,3929.8
83.7,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 4: Academic support,3928.8
74.4,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,3929.8
84.9,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,3926
75.1,Under 21,England,Full-time,First degree,"Architecture, building and planning",Theme 7: Student voice,3909.6
83.3,Under 21,England,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,22326.6
79,Under 21,England,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,22323.3
74.3,Under 21,England,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,22325
82.4,Under 21,England,Full-time,First degree,Social sciences,Theme 4: Academic support,22305.9
76.1,Under 21,England,Full-time,First degree,Social sciences,Theme 5: Organisation and management,22315.8
86.9,Under 21,England,Full-time,First degree,Social sciences,Theme 6: Learning resources,22241.6
69.3,Under 21,England,Full-time,First degree,Social sciences,Theme 7: Student voice,22138.5
84.4,Under 21,England,Full-time,First degree,Law,Theme 1: Teaching on my course,10687.6
78.9,Under 21,England,Full-time,First degree,Law,Theme 2: Learning opportunities,10688.6
73,Under 21,England,Full-time,First degree,Law,Theme 3: Assessment and feedback,10686.6
81,Under 21,England,Full-time,First degree,Law,Theme 4: Academic support,10672.2
75.5,Under 21,England,Full-time,First degree,Law,Theme 5: Organisation and management,10682.1
87.7,Under 21,England,Full-time,First degree,Law,Theme 6: Learning resources,10635.4
67.7,Under 21,England,Full-time,First degree,Law,Theme 7: Student voice,10605
81.7,Under 21,England,Full-time,First degree,Business and management,Theme 1: Teaching on my course,28221.6
81.8,Under 21,England,Full-time,First degree,Business and management,Theme 2: Learning opportunities,28221.1
77.6,Under 21,England,Full-time,First degree,Business and management,Theme 3: Assessment and feedback,28213.3
84.1,Under 21,England,Full-time,First degree,Business and management,Theme 4: Academic support,28184.9
80.8,Under 21,England,Full-time,First degree,Business and management,Theme 5: Organisation and management,28200.3
87.2,Under 21,England,Full-time,First degree,Business and management,Theme 6: Learning resources,28113.3
74,Under 21,England,Full-time,First degree,Business and management,Theme 7: Student voice,28031.7
89.3,Under 21,England,Full-time,First degree,Language and area studies,Theme 1: Teaching on my course,7728
81.3,Under 21,England,Full-time,First degree,Language and area studies,Theme 2: Learning opportunities,7728
78.9,Under 21,England,Full-time,First degree,Language and area studies,Theme 3: Assessment and feedback,7728
88.4,Under 21,England,Full-time,First degree,Language and area studies,Theme 4: Academic support,7723.3
75.8,Under 21,England,Full-time,First degree,Language and area studies,Theme 5: Organisation and management,7725.5
87.1,Under 21,England,Full-time,First degree,Language and area studies,Theme 6: Learning resources,7691.3
70.7,Under 21,England,Full-time,First degree,Language and area studies,Theme 7: Student voice,7684.2
90.3,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,7488.7
80.7,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,7489.7
78.5,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,7489
88.2,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,7488.7
77,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,7488
87.9,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,7467.6
70.5,Under 21,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,7435.8
84,Under 21,England,Full-time,First degree,Education and teaching,Theme 1: Teaching on my course,5457.4
83.6,Under 21,England,Full-time,First degree,Education and teaching,Theme 2: Learning opportunities,5458.4
80.1,Under 21,England,Full-time,First degree,Education and teaching,Theme 3: Assessment and feedback,5458.4
82.5,Under 21,England,Full-time,First degree,Education and teaching,Theme 4: Academic support,5458.4
71.6,Under 21,England,Full-time,First degree,Education and teaching,Theme 5: Organisation and management,5458.4
86.8,Under 21,England,Full-time,First degree,Education and teaching,Theme 6: Learning resources,5439.4
73.5,Under 21,England,Full-time,First degree,Education and teaching,Theme 7: Student voice,5425.9
87,Under 21,England,Full-time,First degree,Combined and general studies,Theme 1: Teaching on my course,893.1
80.7,Under 21,England,Full-time,First degree,Combined and general studies,Theme 2: Learning opportunities,893.1
75.2,Under 21,England,Full-time,First degree,Combined and general studies,Theme 3: Assessment and feedback,893.1
86,Under 21,England,Full-time,First degree,Combined and general studies,Theme 4: Academic support,892.1
75.6,Under 21,England,Full-time,First degree,Combined and general studies,Theme 5: Organisation and management,893.1
87.4,Under 21,England,Full-time,First degree,Combined and general studies,Theme 6: Learning resources,888.3
72.9,Under 21,England,Full-time,First degree,Combined and general studies,Theme 7: Student voice,883.6
83.2,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,4890.3
80.6,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,4889.8
79.9,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,4889.8
85.6,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 4: Academic support,4887.3
73.4,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 5: Organisation and management,4889.8
85.6,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 6: Learning resources,4880.3
72.7,Under 21,England,Full-time,First degree,"Media, journalism and communications",Theme 7: Student voice,4853.4
84,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,24669.7
80,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,24668.7
80.5,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,24665.7
85,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,24657.6
67,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,24653.9
82.4,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,24596
72.1,Under 21,England,Full-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,24552.4
86.1,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,4081.4
81.9,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,4079.4
75.4,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,4079.4
84.8,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,4076.4
79.1,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,4076.4
88.2,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,4064
72,Under 21,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,4055.4
83.7,Under 21,England,Full-time,First degree,All subjects,Theme 1: Teaching on my course,184101
80.2,Under 21,England,Full-time,First degree,All subjects,Theme 2: Learning opportunities,184089
76.2,Under 21,England,Full-time,First degree,All subjects,Theme 3: Assessment and feedback,184072
83.1,Under 21,England,Full-time,First degree,All subjects,Theme 4: Academic support,183934
74.1,Under 21,England,Full-time,First degree,All subjects,Theme 5: Organisation and management,184012
86.2,Under 21,England,Full-time,First degree,All subjects,Theme 6: Learning resources,183394
71.6,Under 21,England,Full-time,First degree,All subjects,Theme 7: Student voice,182903
85.1,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,69
81.6,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,69
84.3,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,69
84.8,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 4: Academic support,69
77.5,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,69
90.3,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,69
69.4,Under 21,England,Part-time,First degree,Subjects allied to medicine,Theme 7: Student voice,67
89.7,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,55.9
82.4,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,55.9
90.6,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,55.9
81.7,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 4: Academic support,55.5
87.4,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,55.9
88.7,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 6: Learning resources,55.9
69.9,Under 21,England,Part-time,First degree,Biological and sport sciences,Theme 7: Student voice,55.9
84.1,Under 21,England,Part-time,First degree,Engineering and technology,Theme 1: Teaching on my course,77.3
75.7,Under 21,England,Part-time,First degree,Engineering and technology,Theme 2: Learning opportunities,77.3
80.4,Under 21,England,Part-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,77.3
86.1,Under 21,England,Part-time,First degree,Engineering and technology,Theme 4: Academic support,77.3
79.3,Under 21,England,Part-time,First degree,Engineering and technology,Theme 5: Organisation and management,77.3
83.5,Under 21,England,Part-time,First degree,Engineering and technology,Theme 6: Learning resources,77
66.4,Under 21,England,Part-time,First degree,Engineering and technology,Theme 7: Student voice,76.3
82.8,Under 21,England,Part-time,First degree,Computing,Theme 1: Teaching on my course,146.2
76.6,Under 21,England,Part-time,First degree,Computing,Theme 2: Learning opportunities,146.2
81.9,Under 21,England,Part-time,First degree,Computing,Theme 3: Assessment and feedback,146.2
87,Under 21,England,Part-time,First degree,Computing,Theme 4: Academic support,144.4
77.7,Under 21,England,Part-time,First degree,Computing,Theme 5: Organisation and management,145.2
87.2,Under 21,England,Part-time,First degree,Computing,Theme 6: Learning resources,143.1
64.5,Under 21,England,Part-time,First degree,Computing,Theme 7: Student voice,145.2
74.3,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,140
73,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,140
70.7,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,140
77.5,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 4: Academic support,140
69.3,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,140
81.2,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,140
64.3,Under 21,England,Part-time,First degree,"Architecture, building and planning",Theme 7: Student voice,140
84.2,Under 21,England,Part-time,First degree,Social sciences,Theme 1: Teaching on my course,225.2
82.6,Under 21,England,Part-time,First degree,Social sciences,Theme 2: Learning opportunities,226.2
81.7,Under 21,England,Part-time,First degree,Social sciences,Theme 3: Assessment and feedback,225.7
81.8,Under 21,England,Part-time,First degree,Social sciences,Theme 4: Academic support,225.7
78.9,Under 21,England,Part-time,First degree,Social sciences,Theme 5: Organisation and management,225.7
83.1,Under 21,England,Part-time,First degree,Social sciences,Theme 6: Learning resources,222.2
65.1,Under 21,England,Part-time,First degree,Social sciences,Theme 7: Student voice,220.7
88,Under 21,England,Part-time,First degree,Language and area studies,Theme 1: Teaching on my course,87.5
84.5,Under 21,England,Part-time,First degree,Language and area studies,Theme 2: Learning opportunities,86.5
91.1,Under 21,England,Part-time,First degree,Language and area studies,Theme 3: Assessment and feedback,86.5
87.6,Under 21,England,Part-time,First degree,Language and area studies,Theme 4: Academic support,86.5
86.9,Under 21,England,Part-time,First degree,Language and area studies,Theme 5: Organisation and management,87.5
88.6,Under 21,England,Part-time,First degree,Language and area studies,Theme 6: Learning resources,86.5
69.8,Under 21,England,Part-time,First degree,Language and area studies,Theme 7: Student voice,84.5
87,Under 21,England,Part-time,First degree,Education and teaching,Theme 1: Teaching on my course,102
82.6,Under 21,England,Part-time,First degree,Education and teaching,Theme 2: Learning opportunities,102
88.1,Under 21,England,Part-time,First degree,Education and teaching,Theme 3: Assessment and feedback,102
80.9,Under 21,England,Part-time,First degree,Education and teaching,Theme 4: Academic support,102
82.4,Under 21,England,Part-time,First degree,Education and teaching,Theme 5: Organisation and management,101
92.9,Under 21,England,Part-time,First degree,Education and teaching,Theme 6: Learning resources,99
68.9,Under 21,England,Part-time,First degree,Education and teaching,Theme 7: Student voice,99
83.8,Under 21,England,Part-time,First degree,Combined and general studies,Theme 1: Teaching on my course,158.4
79.6,Under 21,England,Part-time,First degree,Combined and general studies,Theme 2: Learning opportunities,158.4
81.9,Under 21,England,Part-time,First degree,Combined and general studies,Theme 3: Assessment and feedback,158.4
87.3,Under 21,England,Part-time,First degree,Combined and general studies,Theme 4: Academic support,156.9
86,Under 21,England,Part-time,First degree,Combined and general studies,Theme 5: Organisation and management,157.4
87.6,Under 21,England,Part-time,First degree,Combined and general studies,Theme 6: Learning resources,158.2
61.2,Under 21,England,Part-time,First degree,Combined and general studies,Theme 7: Student voice,154.4
85.6,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,38
83.1,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,38
85.3,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,38
82.2,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,38
81.6,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,38
78.7,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,38
73.7,Under 21,England,Part-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,38
84.4,Under 21,England,Part-time,First degree,All subjects,Theme 1: Teaching on my course,1921
80.7,Under 21,England,Part-time,First degree,All subjects,Theme 2: Learning opportunities,1920
82.9,Under 21,England,Part-time,First degree,All subjects,Theme 3: Assessment and feedback,1918
83.8,Under 21,England,Part-time,First degree,All subjects,Theme 4: Academic support,1906
81.6,Under 21,England,Part-time,First degree,All subjects,Theme 5: Organisation and management,1915
86.1,Under 21,England,Part-time,First degree,All subjects,Theme 6: Learning resources,1904
65.3,Under 21,England,Part-time,First degree,All subjects,Theme 7: Student voice,1888
83.6,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,376.3
82,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,376.3
82.5,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,376.3
73.6,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,376.3
61.9,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,376.3
84.3,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,373.3
71.9,Under 21,England,All modes,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,374.3
90.3,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 1: Teaching on my course,519
89.4,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 2: Learning opportunities,519
88.6,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 3: Assessment and feedback,518
91,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 4: Academic support,519
84.9,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 5: Organisation and management,519
82.8,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 6: Learning resources,518
82.3,Under 21,England,All modes,Other undergraduate,Biological and sport sciences,Theme 7: Student voice,518
84.1,Under 21,England,All modes,Other undergraduate,Psychology,Theme 1: Teaching on my course,18.7
87.7,Under 21,England,All modes,Other undergraduate,Psychology,Theme 2: Learning opportunities,18.7
84,Under 21,England,All modes,Other undergraduate,Psychology,Theme 3: Assessment and feedback,18.7
87.2,Under 21,England,All modes,Other undergraduate,Psychology,Theme 4: Academic support,18.7
71.7,Under 21,England,All modes,Other undergraduate,Psychology,Theme 5: Organisation and management,18.7
84.7,Under 21,England,All modes,Other undergraduate,Psychology,Theme 6: Learning resources,18.7
73.1,Under 21,England,All modes,Other undergraduate,Psychology,Theme 7: Student voice,17.7
90.1,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 1: Teaching on my course,158.9
85.3,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 2: Learning opportunities,158.9
82.3,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 3: Assessment and feedback,158.9
86.2,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 4: Academic support,158.9
60,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 5: Organisation and management,158.9
79.5,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 6: Learning resources,158.9
68.8,Under 21,England,All modes,Other undergraduate,Veterinary sciences,Theme 7: Student voice,158.9
84.4,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 1: Teaching on my course,431.8
80.6,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 2: Learning opportunities,431.8
81.9,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 3: Assessment and feedback,431.8
84.7,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 4: Academic support,431.8
64.9,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 5: Organisation and management,431.8
82.7,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 6: Learning resources,427.8
69.7,Under 21,England,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 7: Student voice,426.8
81.1,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 1: Teaching on my course,51.8
85.1,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 2: Learning opportunities,51.8
82.7,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 3: Assessment and feedback,51.8
81.9,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 4: Academic support,51.8
85.1,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 5: Organisation and management,51.8
87.8,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 6: Learning resources,51.8
78.3,Under 21,England,All modes,Other undergraduate,Physical sciences,Theme 7: Student voice,51.8
95.6,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 1: Teaching on my course,28.7
93.7,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 2: Learning opportunities,28.7
98.6,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 3: Assessment and feedback,28.7
100,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 4: Academic support,28.7
96.5,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 5: Organisation and management,28.7
84.9,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 6: Learning resources,28.7
88.7,Under 21,England,All modes,Other undergraduate,Mathematical sciences,Theme 7: Student voice,28
82.2,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,314.8
78.5,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,314.8
78.8,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,314.8
86.9,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 4: Academic support,314.8
61.8,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,314.8
76.3,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 6: Learning resources,314.3
